task_id,scenario,expected,primary_valid,status,accepted_answer,wrong_accepted,primary_wrong,outside_trust_assumptions
0,control,True,True,ACCEPT_PRIMARY,True,False,False,False
0,answer_flip,True,False,RECOVERED,True,False,True,False
0,proof_step_drop,True,False,RECOVERED,True,False,False,False
0,invalid_rule_id,True,False,RECOVERED,True,False,False,False
0,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
0,input_query_replacement,True,False,RECOVERED,True,False,True,False
0,worker_output_missing,True,False,RECOVERED,True,False,False,False
0,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
0,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
0,malformed_output,True,False,RECOVERED,True,False,False,False
0,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
1,control,False,True,ACCEPT_PRIMARY,False,False,False,False
1,answer_flip,False,False,RECOVERED,False,False,True,False
1,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
1,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
1,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
1,input_query_replacement,False,False,RECOVERED,False,False,True,False
1,worker_output_missing,False,False,RECOVERED,False,False,False,False
1,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
1,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
1,malformed_output,False,False,RECOVERED,False,False,False,False
1,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
2,control,True,True,ACCEPT_PRIMARY,True,False,False,False
2,answer_flip,True,False,RECOVERED,True,False,True,False
2,proof_step_drop,True,False,RECOVERED,True,False,False,False
2,invalid_rule_id,True,False,RECOVERED,True,False,False,False
2,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
2,input_query_replacement,True,False,RECOVERED,True,False,False,False
2,worker_output_missing,True,False,RECOVERED,True,False,False,False
2,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
2,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
2,malformed_output,True,False,RECOVERED,True,False,False,False
2,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
3,control,False,True,ACCEPT_PRIMARY,False,False,False,False
3,answer_flip,False,False,RECOVERED,False,False,True,False
3,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
3,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
3,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
3,input_query_replacement,False,False,RECOVERED,False,False,True,False
3,worker_output_missing,False,False,RECOVERED,False,False,False,False
3,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
3,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
3,malformed_output,False,False,RECOVERED,False,False,False,False
3,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
4,control,True,True,ACCEPT_PRIMARY,True,False,False,False
4,answer_flip,True,False,RECOVERED,True,False,True,False
4,proof_step_drop,True,False,RECOVERED,True,False,False,False
4,invalid_rule_id,True,False,RECOVERED,True,False,False,False
4,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
4,input_query_replacement,True,False,RECOVERED,True,False,False,False
4,worker_output_missing,True,False,RECOVERED,True,False,False,False
4,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
4,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
4,malformed_output,True,False,RECOVERED,True,False,False,False
4,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
5,control,False,True,ACCEPT_PRIMARY,False,False,False,False
5,answer_flip,False,False,RECOVERED,False,False,True,False
5,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
5,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
5,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
5,input_query_replacement,False,False,RECOVERED,False,False,True,False
5,worker_output_missing,False,False,RECOVERED,False,False,False,False
5,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
5,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
5,malformed_output,False,False,RECOVERED,False,False,False,False
5,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
6,control,True,True,ACCEPT_PRIMARY,True,False,False,False
6,answer_flip,True,False,RECOVERED,True,False,True,False
6,proof_step_drop,True,False,RECOVERED,True,False,False,False
6,invalid_rule_id,True,False,RECOVERED,True,False,False,False
6,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
6,input_query_replacement,True,False,RECOVERED,True,False,False,False
6,worker_output_missing,True,False,RECOVERED,True,False,False,False
6,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
6,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
6,malformed_output,True,False,RECOVERED,True,False,False,False
6,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
7,control,False,True,ACCEPT_PRIMARY,False,False,False,False
7,answer_flip,False,False,RECOVERED,False,False,True,False
7,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
7,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
7,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
7,input_query_replacement,False,False,RECOVERED,False,False,True,False
7,worker_output_missing,False,False,RECOVERED,False,False,False,False
7,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
7,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
7,malformed_output,False,False,RECOVERED,False,False,False,False
7,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
8,control,True,True,ACCEPT_PRIMARY,True,False,False,False
8,answer_flip,True,False,RECOVERED,True,False,True,False
8,proof_step_drop,True,False,RECOVERED,True,False,False,False
8,invalid_rule_id,True,False,RECOVERED,True,False,False,False
8,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
8,input_query_replacement,True,False,RECOVERED,True,False,False,False
8,worker_output_missing,True,False,RECOVERED,True,False,False,False
8,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
8,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
8,malformed_output,True,False,RECOVERED,True,False,False,False
8,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
9,control,False,True,ACCEPT_PRIMARY,False,False,False,False
9,answer_flip,False,False,RECOVERED,False,False,True,False
9,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
9,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
9,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
9,input_query_replacement,False,False,RECOVERED,False,False,True,False
9,worker_output_missing,False,False,RECOVERED,False,False,False,False
9,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
9,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
9,malformed_output,False,False,RECOVERED,False,False,False,False
9,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
10,control,True,True,ACCEPT_PRIMARY,True,False,False,False
10,answer_flip,True,False,RECOVERED,True,False,True,False
10,proof_step_drop,True,False,RECOVERED,True,False,False,False
10,invalid_rule_id,True,False,RECOVERED,True,False,False,False
10,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
10,input_query_replacement,True,False,RECOVERED,True,False,False,False
10,worker_output_missing,True,False,RECOVERED,True,False,False,False
10,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
10,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
10,malformed_output,True,False,RECOVERED,True,False,False,False
10,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
11,control,False,True,ACCEPT_PRIMARY,False,False,False,False
11,answer_flip,False,False,RECOVERED,False,False,True,False
11,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
11,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
11,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
11,input_query_replacement,False,False,RECOVERED,False,False,True,False
11,worker_output_missing,False,False,RECOVERED,False,False,False,False
11,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
11,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
11,malformed_output,False,False,RECOVERED,False,False,False,False
11,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
12,control,True,True,ACCEPT_PRIMARY,True,False,False,False
12,answer_flip,True,False,RECOVERED,True,False,True,False
12,proof_step_drop,True,False,RECOVERED,True,False,False,False
12,invalid_rule_id,True,False,RECOVERED,True,False,False,False
12,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
12,input_query_replacement,True,False,RECOVERED,True,False,False,False
12,worker_output_missing,True,False,RECOVERED,True,False,False,False
12,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
12,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
12,malformed_output,True,False,RECOVERED,True,False,False,False
12,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
13,control,False,True,ACCEPT_PRIMARY,False,False,False,False
13,answer_flip,False,False,RECOVERED,False,False,True,False
13,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
13,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
13,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
13,input_query_replacement,False,False,RECOVERED,False,False,True,False
13,worker_output_missing,False,False,RECOVERED,False,False,False,False
13,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
13,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
13,malformed_output,False,False,RECOVERED,False,False,False,False
13,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
14,control,True,True,ACCEPT_PRIMARY,True,False,False,False
14,answer_flip,True,False,RECOVERED,True,False,True,False
14,proof_step_drop,True,False,RECOVERED,True,False,False,False
14,invalid_rule_id,True,False,RECOVERED,True,False,False,False
14,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
14,input_query_replacement,True,False,RECOVERED,True,False,False,False
14,worker_output_missing,True,False,RECOVERED,True,False,False,False
14,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
14,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
14,malformed_output,True,False,RECOVERED,True,False,False,False
14,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
15,control,False,True,ACCEPT_PRIMARY,False,False,False,False
15,answer_flip,False,False,RECOVERED,False,False,True,False
15,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
15,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
15,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
15,input_query_replacement,False,False,RECOVERED,False,False,False,False
15,worker_output_missing,False,False,RECOVERED,False,False,False,False
15,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
15,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
15,malformed_output,False,False,RECOVERED,False,False,False,False
15,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
16,control,True,True,ACCEPT_PRIMARY,True,False,False,False
16,answer_flip,True,False,RECOVERED,True,False,True,False
16,proof_step_drop,True,False,RECOVERED,True,False,False,False
16,invalid_rule_id,True,False,RECOVERED,True,False,False,False
16,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
16,input_query_replacement,True,False,RECOVERED,True,False,True,False
16,worker_output_missing,True,False,RECOVERED,True,False,False,False
16,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
16,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
16,malformed_output,True,False,RECOVERED,True,False,False,False
16,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
17,control,False,True,ACCEPT_PRIMARY,False,False,False,False
17,answer_flip,False,False,RECOVERED,False,False,True,False
17,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
17,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
17,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
17,input_query_replacement,False,False,RECOVERED,False,False,False,False
17,worker_output_missing,False,False,RECOVERED,False,False,False,False
17,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
17,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
17,malformed_output,False,False,RECOVERED,False,False,False,False
17,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
18,control,True,True,ACCEPT_PRIMARY,True,False,False,False
18,answer_flip,True,False,RECOVERED,True,False,True,False
18,proof_step_drop,True,False,RECOVERED,True,False,False,False
18,invalid_rule_id,True,False,RECOVERED,True,False,False,False
18,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
18,input_query_replacement,True,False,RECOVERED,True,False,True,False
18,worker_output_missing,True,False,RECOVERED,True,False,False,False
18,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
18,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
18,malformed_output,True,False,RECOVERED,True,False,False,False
18,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
19,control,False,True,ACCEPT_PRIMARY,False,False,False,False
19,answer_flip,False,False,RECOVERED,False,False,True,False
19,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
19,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
19,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
19,input_query_replacement,False,False,RECOVERED,False,False,False,False
19,worker_output_missing,False,False,RECOVERED,False,False,False,False
19,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
19,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
19,malformed_output,False,False,RECOVERED,False,False,False,False
19,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
20,control,True,True,ACCEPT_PRIMARY,True,False,False,False
20,answer_flip,True,False,RECOVERED,True,False,True,False
20,proof_step_drop,True,False,RECOVERED,True,False,False,False
20,invalid_rule_id,True,False,RECOVERED,True,False,False,False
20,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
20,input_query_replacement,True,False,RECOVERED,True,False,True,False
20,worker_output_missing,True,False,RECOVERED,True,False,False,False
20,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
20,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
20,malformed_output,True,False,RECOVERED,True,False,False,False
20,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
21,control,False,True,ACCEPT_PRIMARY,False,False,False,False
21,answer_flip,False,False,RECOVERED,False,False,True,False
21,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
21,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
21,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
21,input_query_replacement,False,False,RECOVERED,False,False,True,False
21,worker_output_missing,False,False,RECOVERED,False,False,False,False
21,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
21,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
21,malformed_output,False,False,RECOVERED,False,False,False,False
21,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
22,control,True,True,ACCEPT_PRIMARY,True,False,False,False
22,answer_flip,True,False,RECOVERED,True,False,True,False
22,proof_step_drop,True,False,RECOVERED,True,False,False,False
22,invalid_rule_id,True,False,RECOVERED,True,False,False,False
22,countermodel_bit_flip,True,True,ACCEPT_PRIMARY,True,False,False,False
22,input_query_replacement,True,False,RECOVERED,True,False,False,False
22,worker_output_missing,True,False,RECOVERED,True,False,False,False
22,correlated_wrong_answers,True,False,UNRESOLVED,,False,True,False
22,both_outputs_missing,True,False,UNRESOLVED,,False,False,False
22,malformed_output,True,False,RECOVERED,True,False,False,False
22,checker_corruption_boundary,True,False,ACCEPT_PRIMARY,False,True,True,True
23,control,False,True,ACCEPT_PRIMARY,False,False,False,False
23,answer_flip,False,False,RECOVERED,False,False,True,False
23,proof_step_drop,False,True,ACCEPT_PRIMARY,False,False,False,False
23,invalid_rule_id,False,True,ACCEPT_PRIMARY,False,False,False,False
23,countermodel_bit_flip,False,False,RECOVERED,False,False,False,False
23,input_query_replacement,False,False,RECOVERED,False,False,False,False
23,worker_output_missing,False,False,RECOVERED,False,False,False,False
23,correlated_wrong_answers,False,False,UNRESOLVED,,False,True,False
23,both_outputs_missing,False,False,UNRESOLVED,,False,False,False
23,malformed_output,False,False,RECOVERED,False,False,False,False
23,checker_corruption_boundary,False,False,ACCEPT_PRIMARY,True,True,True,True
24,control,True,True,ACCEPT_PRIMARY,True,False,False,False
