id_key,id_path,id_value,qpipe_id,record_no,source_file,source_index
csv,cross_case_statistics.source_hashes.inference_response_codes_adjudicated_v2.csv,f6e5f69cea54857030b84b27cdf016443c4448d8151922f10aa150d7e564645c,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
json,cross_case_statistics.source_hashes.inflation_agency_trace_final_v1.json,669934f590e74fa3a5e9f3fe7bd750ebdf9daf4d456e3bafbad32c5d19c5c821,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
csv,cross_case_statistics.episode_representation.endpoint_graph_validation.input_hashes.inference_response_codes_adjudicated_v2.csv,f6e5f69cea54857030b84b27cdf016443c4448d8151922f10aa150d7e564645c,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
context_loss_or_incomplete_turn,cross_case_statistics.alternative_explanation_flags.context_loss_or_incomplete_turn,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
model_variability,cross_case_statistics.alternative_explanation_flags.model_variability,12,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_independent_rows,cross_case_statistics.reliability.inference_response.clean_independent_rows,33,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
full_rows_including_disclosed_prior_exposure,cross_case_statistics.reliability.inference_response.full_rows_including_disclosed_prior_exposure,44,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[0],fifth_share:n304,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[1],first_share:n683,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[2],fourth_share:n125,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[3],fourth_share:n1301,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[4],fourth_share:n500,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[5],fourth_share:n572,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[6],office_metaphor:n028,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[7],office_metaphor:n034,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[8],office_metaphor:n077,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[9],office_metaphor:n124,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[10],office_metaphor:n155,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[11],office_metaphor:n500,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[12],office_metaphor:n552,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[13],office_metaphor:n613,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[14],office_metaphor:n640,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[15],office_metaphor:n733,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[16],seventeenth_share:n438,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[17],seventh_share:n2209,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[18],seventh_share:n2751,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[19],sixth_share:n282,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[20],tenth_share:n511,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[21],test4:n507,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[22],third_share:n126,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[23],third_share:n785,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[24],twentysecond_share:n1016,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[25],twentysecond_share:n1022,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[26],twentysecond_share:n1246,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[27],twentysecond_share:n137,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[28],twentysecond_share:n227,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[29],twentysecond_share:n259,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[30],twentysecond_share:n412,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[31],twentysecond_share:n695,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
clean_ids,cross_case_statistics.reliability.inference_response.clean_ids[32],twentythird_share:n667,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.evidence_engagement.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.evidence_engagement.agreement,0.875,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.evidence_engagement.cohen_kappa,0.6683937823834197,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.evidence_engagement.disagreements,4,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.proposition_preservation.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.proposition_preservation.agreement,0.71875,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.proposition_preservation.cohen_kappa,0.13253012048192772,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.proposition_preservation.disagreements,9,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.task_preservation.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.task_preservation.agreement,0.8125,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.task_preservation.cohen_kappa,0.5025906735751295,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.task_preservation.disagreements,6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.discriminating_evidence.both_applicable,10,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.discriminating_evidence.agreement,0.6,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.discriminating_evidence.cohen_kappa,-0.1764705882352943,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.discriminating_evidence.disagreements,4,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.refusal_substitute.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.refusal_substitute.agreement,0.84375,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.refusal_substitute.cohen_kappa,0.4594594594594595,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
disagreements,cross_case_statistics.reliability.inference_response.clean_results.refusal_substitute.disagreements,5,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
both_applicable,cross_case_statistics.reliability.inference_response.clean_results.proposition_inflation.both_applicable,32,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
agreement,cross_case_statistics.reliability.inference_response.clean_results.proposition_inflation.agreement,0.96875,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
cohen_kappa,cross_case_statistics.reliability.inference_response.clean_results.proposition_inflation.cohen_kappa,0.6521739130434783,QPIPE-289eff02936d,0,/mnt/data/10_MACHINE_READABLE_RESULTS.json,0
